OutwardCode,CityName
IV57,Inverness
IV58,Inverness
IV59,Inverness
IV6,Inverness
IV60,Inverness
IV61,Inverness
IV62,Inverness
IV63,Inverness
IV7,Inverness
IV8,Inverness
IV9,Inverness
KA1,Kilmarnock
KA10,Kilmarnock
KA11,Kilmarnock
KA12,Kilmarnock
KA13,Kilmarnock
KA14,Kilmarnock
KA15,Kilmarnock
KA16,Kilmarnock
KA17,Kilmarnock
KA18,Kilmarnock
KA19,Kilmarnock
KA2,Kilmarnock
KA20,Kilmarnock
KA21,Kilmarnock
KA22,Kilmarnock
KA23,Kilmarnock
KA24,Kilmarnock
KA25,Kilmarnock
KA26,Kilmarnock
KA27,Kilmarnock
KA28,Kilmarnock
KA29,Kilmarnock
KA3,Kilmarnock
KA30,Kilmarnock
KA4,Kilmarnock
KA5,Kilmarnock
KA6,Kilmarnock
KA7,Kilmarnock
KA8,Kilmarnock
KA9,Kilmarnock
KT1,Kingston upon Thames
KT10,Kingston upon Thames
KT11,Kingston upon Thames
KT12,Kingston upon Thames
KT13,Kingston upon Thames
KT14,Kingston upon Thames
KT15,Kingston upon Thames
KT16,Kingston upon Thames
KT17,Kingston upon Thames
KT18,Kingston upon Thames
KT19,Kingston upon Thames
KT2,Kingston upon Thames
KT20,Kingston upon Thames
KT21,Kingston upon Thames
KT22,Kingston upon Thames
KT23,Kingston upon Thames
KT3,Kingston upon Thames
KT4,Kingston upon Thames
KT5,Kingston upon Thames
KT6,Kingston upon Thames
KT7,Kingston upon Thames
KT8,Kingston upon Thames
KT9,Kingston upon Thames
KW1,Kirkwall
KW10,Kirkwall
KW11,Kirkwall
KW12,Kirkwall
KW13,Kirkwall
KW14,Kirkwall
KW15,Kirkwall
KW16,Kirkwall
KW17,Kirkwall
KW2,Kirkwall
KW3,Kirkwall
KW4,Kirkwall
KW5,Kirkwall
KW6,Kirkwall
KW7,Kirkwall
KW8,Kirkwall
KW9,Kirkwall
KY1,Kirkcaldy
KY10,Kirkcaldy
KY11,Kirkcaldy
KY12,Kirkcaldy
KY13,Kirkcaldy
KY14,Kirkcaldy
KY15,Kirkcaldy
KY16,Kirkcaldy
KY2,Kirkcaldy
KY3,Kirkcaldy
KY4,Kirkcaldy
KY5,Kirkcaldy
KY6,Kirkcaldy
KY7,Kirkcaldy
KY8,Kirkcaldy
KY9,Kirkcaldy
L1,Liverpool
L10,Liverpool
L11,Liverpool
L12,Liverpool
L13,Liverpool
L14,Liverpool
L15,Liverpool
L16,Liverpool
L17,Liverpool
L18,Liverpool
L19,Liverpool
L2,Liverpool
L20,Liverpool
L21,Liverpool
L22,Liverpool
L23,Liverpool
L24,Liverpool
L25,Liverpool
L26,Liverpool
L27,Liverpool
L28,Liverpool
L29,Liverpool
L3,Liverpool
L30,Liverpool
L31,Liverpool
L32,Liverpool
L33,Liverpool
L34,Liverpool
L35,Liverpool
L36,Liverpool
L37,Liverpool
L38,Liverpool
L39,Liverpool
L4,Liverpool
L40,Liverpool
L5,Liverpool
L6,Liverpool
L7,Liverpool
L8,Liverpool
L9,Liverpool
LA1,Lancaster
LA10,Lancaster
LA11,Lancaster
LA12,Lancaster
LA13,Lancaster
LA14,Lancaster
LA15,Lancaster
LA16,Lancaster
LA17,Lancaster
LA18,Lancaster
LA19,Lancaster
LA2,Lancaster
LA20,Lancaster
LA21,Lancaster
LA22,Lancaster
LA23,Lancaster
LA3,Lancaster
LA4,Lancaster
LA5,Lancaster
LA6,Lancaster
LA7,Lancaster
LA8,Lancaster
LA9,Lancaster
LD1,Llandrindod Wells
LD2,Llandrindod Wells
LD3,Llandrindod Wells
LD4,Llandrindod Wells
LD5,Llandrindod Wells
LD6,Llandrindod Wells
LD7,Llandrindod Wells
LD8,Llandrindod Wells
LE1,Leicester
LE10,Leicester
LE11,Leicester
LE12,Leicester
LE13,Leicester
LE14,Leicester
LE15,Leicester
LE16,Leicester
LE17,Leicester
LE18,Leicester
LE19,Leicester
LE2,Leicester
LE20,Leicester
LE21,Leicester
LE22,Leicester
LE23,Leicester
LE24,Leicester
LE25,Leicester
LE26,Leicester
LE27,Leicester
LE28,Leicester
LE29,Leicester
LE3,Leicester
LE30,Leicester
LE31,Leicester
LE32,Leicester
LE33,Leicester
LE34,Leicester
LE35,Leicester
LE36,Leicester
LE37,Leicester
LE38,Leicester
LE39,Leicester
LE4,Leicester
LE40,Leicester
LE41,Leicester
LE42,Leicester
LE43,Leicester
LE44,Leicester
LE45,Leicester
LE46,Leicester
LE47,Leicester
LE48,Leicester
LE49,Leicester
LE5,Leicester
LE50,Leicester
LE51,Leicester
LE52,Leicester
LE53,Leicester
LE54,Leicester
LE55,Leicester
LE56,Leicester
LE57,Leicester
LE58,Leicester
LE59,Leicester
LE6,Leicester
LE60,Leicester
LE61,Leicester
LE62,Leicester
LE63,Leicester
LE64,Leicester
LE65,Leicester
LE66,Leicester
LE67,Leicester
LE7,Leicester
LE8,Leicester
LE9,Leicester
LL1,Llandudno
LL10,Llandudno
LL11,Llandudno
LL12,Llandudno
LL13,Llandudno
LL14,Llandudno
LL15,Llandudno
LL16,Llandudno
LL17,Llandudno
LL18,Llandudno
LL19,Llandudno
LL2,Llandudno
LL20,Llandudno
LL21,Llandudno
LL22,Llandudno
LL23,Llandudno
LL24,Llandudno
LL25,Llandudno
LL26,Llandudno
LL27,Llandudno
LL28,Llandudno
LL29,Llandudno
LL3,Llandudno
LL30,Llandudno
LL31,Llandudno
LL32,Llandudno
LL33,Llandudno
LL34,Llandudno
LL35,Llandudno
LL36,Llandudno
LL37,Llandudno
LL38,Llandudno
LL39,Llandudno
LL4,Llandudno
LL40,Llandudno
LL41,Llandudno
LL42,Llandudno
LL43,Llandudno
LL44,Llandudno
LL45,Llandudno
LL46,Llandudno
LL47,Llandudno
LL48,Llandudno
LL49,Llandudno
LL5,Llandudno
LL50,Llandudno
LL51,Llandudno
LL52,Llandudno
LL53,Llandudno
LL54,Llandudno
LL55,Llandudno
LL56,Llandudno
LL57,Llandudno
LL58,Llandudno
LL59,Llandudno
LL6,Llandudno
LL60,Llandudno
LL61,Llandudno
LL62,Llandudno
LL63,Llandudno
LL64,Llandudno
LL65,Llandudno
LL66,Llandudno
LL67,Llandudno
LL68,Llandudno
LL69,Llandudno
LL7,Llandudno
LL70,Llandudno
LL71,Llandudno
LL72,Llandudno
LL73,Llandudno
LL74,Llandudno
LL75,Llandudno
LL76,Llandudno
LL77,Llandudno
LL78,Llandudno
LL8,Llandudno
LL9,Llandudno
LN1,Lincoln
LN10,Lincoln
LN11,Lincoln
LN12,Lincoln
LN13,Lincoln
LN2,Lincoln
LN3,Lincoln
LN4,Lincoln
LN5,Lincoln
LN6,Lincoln
LN7,Lincoln
LN8,Lincoln
LN9,Lincoln
LS1,Leeds
LS10,Leeds
LS11,Leeds
LS12,Leeds
LS13,Leeds
LS14,Leeds
LS15,Leeds
LS16,Leeds
LS17,Leeds
LS18,Leeds
LS19,Leeds
LS2,Leeds
LS20,Leeds
LS21,Leeds
LS22,Leeds
LS23,Leeds
LS24,Leeds
LS25,Leeds
LS26,Leeds
LS27,Leeds
LS28,Leeds
LS29,Leeds
LS3,Leeds
LS4,Leeds
LS5,Leeds
LS6,Leeds
LS7,Leeds
LS8,Leeds
LS9,Leeds
LU1,Luton
LU2,Luton
LU3,Luton
LU4,Luton
LU5,Luton
LU6,Luton
LU7,Luton
M1,Manchester
M10,Manchester
M11,Manchester
M12,Manchester
M13,Manchester
M14,Manchester
M15,Manchester
M16,Manchester
M17,Manchester
M18,Manchester
M19,Manchester
M2,Manchester
M20,Manchester
M21,Manchester
M22,Manchester
M23,Manchester
M24,Manchester
M25,Manchester
M26,Manchester
M27,Manchester
M28,Manchester
M29,Manchester
M3,Manchester
M30,Manchester
M31,Manchester
M32,Manchester
M33,Manchester
M34,Manchester
M35,Manchester
M36,Manchester
M37,Manchester
M38,Manchester
M39,Manchester
M4,Manchester
M40,Manchester
M41,Manchester
M42,Manchester
M43,Manchester
M44,Manchester
M45,Manchester
M46,Manchester
M47,Manchester
M48,Manchester
M49,Manchester
M5,Manchester
M50,Manchester
M51,Manchester
M52,Manchester
M53,Manchester
M54,Manchester
M55,Manchester
M56,Manchester
M57,Manchester
M58,Manchester
M59,Manchester
M6,Manchester
M60,Manchester
M61,Manchester
M62,Manchester
M63,Manchester
M64,Manchester
M65,Manchester
M66,Manchester
M67,Manchester
M68,Manchester
M69,Manchester
M7,Manchester
M70,Manchester
M71,Manchester
M72,Manchester
M73,Manchester
M74,Manchester
M75,Manchester
M76,Manchester
M77,Manchester
M78,Manchester
M79,Manchester
M8,Manchester
M80,Manchester
M81,Manchester
M82,Manchester
M83,Manchester
M84,Manchester
M85,Manchester
M86,Manchester
M87,Manchester
M88,Manchester
M89,Manchester
M9,Manchester
M90,Manchester
M91,Manchester
M92,Manchester
M93,Manchester
M94,Manchester
M95,Manchester
M96,Manchester
M97,Manchester
M98,Manchester
M99,Manchester
ME1,Medway
ME10,Medway
ME11,Medway
ME12,Medway
ME13,Medway
ME14,Medway
ME15,Medway
ME16,Medway
ME17,Medway
ME18,Medway
ME19,Medway
ME2,Medway
ME20,Medway
ME3,Medway
ME4,Medway
ME5,Medway
ME6,Medway
ME7,Medway
ME8,Medway
ME9,Medway
MK1,Milton Keynes
MK10,Milton Keynes
MK11,Milton Keynes
MK12,Milton Keynes
MK13,Milton Keynes
MK14,Milton Keynes
MK15,Milton Keynes
MK16,Milton Keynes
MK17,Milton Keynes
MK18,Milton Keynes
MK19,Milton Keynes
MK2,Milton Keynes
MK3,Milton Keynes
MK4,Milton Keynes
MK5,Milton Keynes
MK6,Milton Keynes
MK7,Milton Keynes
MK8,Milton Keynes
MK9,Milton Keynes
ML1,Motherwell
ML10,Motherwell
ML11,Motherwell
ML12,Motherwell
ML2,Motherwell
ML3,Motherwell
ML4,Motherwell
ML5,Motherwell
ML6,Motherwell
ML7,Motherwell
ML8,Motherwell
ML9,Motherwell
N1,London
N10,London
N11,London
N12,London
N13,London
N14,London
N15,London
N16,London
N17,London
N18,London
N19,London
N2,London
N20,London
N21,London
N22,London
N3,London
N4,London
N5,London
N6,London
N7,London
N8,London
N9,London
NE1,Newcastle upon Tyne
NE10,Newcastle upon Tyne
NE11,Newcastle upon Tyne
NE12,Newcastle upon Tyne
NE13,Newcastle upon Tyne
NE14,Newcastle upon Tyne
NE15,Newcastle upon Tyne
NE16,Newcastle upon Tyne
NE17,Newcastle upon Tyne
NE18,Newcastle upon Tyne
NE19,Newcastle upon Tyne
NE2,Newcastle upon Tyne
NE20,Newcastle upon Tyne
NE21,Newcastle upon Tyne
NE22,Newcastle upon Tyne
NE23,Newcastle upon Tyne
NE24,Newcastle upon Tyne
NE25,Newcastle upon Tyne
NE26,Newcastle upon Tyne
NE27,Newcastle upon Tyne
NE28,Newcastle upon Tyne
NE29,Newcastle upon Tyne
NE3,Newcastle upon Tyne
NE30,Newcastle upon Tyne
NE31,Newcastle upon Tyne
NE32,Newcastle upon Tyne
NE33,Newcastle upon Tyne
NE34,Newcastle upon Tyne
NE35,Newcastle upon Tyne
NE36,Newcastle upon Tyne
NE37,Newcastle upon Tyne
NE38,Newcastle upon Tyne
NE39,Newcastle upon Tyne
NE4,Newcastle upon Tyne
NE40,Newcastle upon Tyne
NE41,Newcastle upon Tyne
NE42,Newcastle upon Tyne
NE43,Newcastle upon Tyne
NE44,Newcastle upon Tyne
NE45,Newcastle upon Tyne
NE46,Newcastle upon Tyne
NE47,Newcastle upon Tyne
NE48,Newcastle upon Tyne
NE49,Newcastle upon Tyne
NE5,Newcastle upon Tyne
NE50,Newcastle upon Tyne
NE51,Newcastle upon Tyne
NE52,Newcastle upon Tyne
NE53,Newcastle upon Tyne
NE54,Newcastle upon Tyne
NE55,Newcastle upon Tyne
NE56,Newcastle upon Tyne
NE57,Newcastle upon Tyne
NE58,Newcastle upon Tyne
NE59,Newcastle upon Tyne
NE6,Newcastle upon Tyne
NE60,Newcastle upon Tyne
NE61,Newcastle upon Tyne
NE62,Newcastle upon Tyne
NE63,Newcastle upon Tyne
NE64,Newcastle upon Tyne
NE65,Newcastle upon Tyne
NE66,Newcastle upon Tyne
NE67,Newcastle upon Tyne
NE68,Newcastle upon Tyne
NE69,Newcastle upon Tyne
NE7,Newcastle upon Tyne
NE70,Newcastle upon Tyne
NE71,Newcastle upon Tyne
NE8,Newcastle upon Tyne
NE9,Newcastle upon Tyne
NG1,Nottingham
NG10,Nottingham
NG11,Nottingham
NG12,Nottingham
NG13,Nottingham
NG14,Nottingham
NG15,Nottingham
NG16,Nottingham
NG17,Nottingham
NG18,Nottingham
NG19,Nottingham
NG2,Nottingham
NG20,Nottingham
NG21,Nottingham
NG22,Nottingham
NG23,Nottingham
NG24,Nottingham
NG25,Nottingham
NG26,Nottingham
NG27,Nottingham
NG28,Nottingham
NG29,Nottingham
NG3,Nottingham
NG30,Nottingham
NG31,Nottingham
NG32,Nottingham
NG33,Nottingham
NG34,Nottingham
NG4,Nottingham
NG5,Nottingham
NG6,Nottingham
NG7,Nottingham
NG8,Nottingham
NG9,Nottingham
NN1,Northampton
NN10,Northampton
NN11,Northampton
NN12,Northampton
NN13,Northampton
NN14,Northampton
NN15,Northampton
NN16,Northampton
NN17,Northampton
NN18,Northampton
NN2,Northampton
NN3,Northampton
NN4,Northampton
NN5,Northampton
NN6,Northampton
NN7,Northampton
NN8,Northampton
NN9,Northampton
NP1,Newport
NP10,Newport
NP11,Newport
NP12,Newport
NP13,Newport
NP14,Newport
NP15,Newport
NP16,Newport
NP17,Newport
NP18,Newport
NP19,Newport
NP2,Newport
NP20,Newport
NP21,Newport
NP22,Newport
NP23,Newport
NP24,Newport
NP25,Newport
NP26,Newport
NP27,Newport
NP28,Newport
NP29,Newport
NP3,Newport
NP30,Newport
NP31,Newport
NP32,Newport
NP33,Newport
NP34,Newport
NP35,Newport
NP36,Newport
NP37,Newport
NP38,Newport
NP39,Newport
NP4,Newport
NP40,Newport
NP41,Newport
NP42,Newport
NP43,Newport
NP44,Newport
NP5,Newport
NP6,Newport
NP7,Newport
NP8,Newport
NP9,Newport
NR1,Norwich
NR10,Norwich
NR11,Norwich
NR12,Norwich
NR13,Norwich
NR14,Norwich
NR15,Norwich
NR16,Norwich
NR17,Norwich
NR18,Norwich
NR19,Norwich
NR2,Norwich
NR20,Norwich
NR21,Norwich
NR22,Norwich
NR23,Norwich
NR24,Norwich
NR25,Norwich
NR26,Norwich
NR27,Norwich
NR28,Norwich
NR29,Norwich
NR3,Norwich
NR30,Norwich
NR31,Norwich
NR32,Norwich
NR33,Norwich
NR34,Norwich
NR35,Norwich
NR4,Norwich
NR5,Norwich
NR6,Norwich
NR7,Norwich
NR8,Norwich
NR9,Norwich
NW1,London
NW10,London
NW11,London
NW2,London
NW3,London
NW4,London
NW5,London
NW6,London
NW7,London
NW8,London
NW9,London
OL1,Oldham
OL10,Oldham
OL11,Oldham
OL12,Oldham
OL13,Oldham
OL14,Oldham
OL15,Oldham
OL16,Oldham
OL2,Oldham
OL3,Oldham
OL4,Oldham
OL5,Oldham
OL6,Oldham
OL7,Oldham
OL8,Oldham
OL9,Oldham
OX1,Oxford
OX10,Oxford
OX11,Oxford
OX12,Oxford
OX13,Oxford
OX14,Oxford
OX15,Oxford
OX16,Oxford
OX17,Oxford
OX18,Oxford
OX19,Oxford
OX2,Oxford
OX20,Oxford
OX21,Oxford
OX22,Oxford
OX23,Oxford
OX24,Oxford
OX25,Oxford
OX26,Oxford
OX27,Oxford
OX28,Oxford
OX29,Oxford
OX3,Oxford
OX30,Oxford
OX31,Oxford
OX32,Oxford
OX33,Oxford
OX4,Oxford
OX5,Oxford
OX6,Oxford
OX7,Oxford
OX8,Oxford
OX9,Oxford
PA1,Paisley
PA10,Paisley
PA11,Paisley
PA12,Paisley
PA13,Paisley
PA14,Paisley
PA15,Paisley
PA16,Paisley
PA17,Paisley
PA18,Paisley
PA19,Paisley
PA2,Paisley
PA20,Paisley
PA21,Paisley
PA22,Paisley
PA23,Paisley
PA24,Paisley
PA25,Paisley
PA26,Paisley
PA27,Paisley
PA28,Paisley
PA29,Paisley
PA3,Paisley
PA30,Paisley
PA31,Paisley
PA32,Paisley
PA33,Paisley
PA34,Paisley
PA35,Paisley
PA36,Paisley
PA37,Paisley
PA38,Paisley
PA39,Paisley
PA4,Paisley
PA40,Paisley
PA41,Paisley
PA42,Paisley
PA43,Paisley
PA44,Paisley
PA45,Paisley
PA46,Paisley
PA47,Paisley
PA48,Paisley
PA49,Paisley
PA5,Paisley
PA50,Paisley
PA51,Paisley
PA52,Paisley
PA53,Paisley
PA54,Paisley
PA55,Paisley
PA56,Paisley
PA57,Paisley
PA58,Paisley
PA59,Paisley
PA6,Paisley
PA60,Paisley
PA61,Paisley
PA62,Paisley
PA63,Paisley
PA64,Paisley
PA65,Paisley
PA66,Paisley
PA67,Paisley
PA68,Paisley
PA69,Paisley
PA7,Paisley
PA70,Paisley
PA71,Paisley
PA72,Paisley
PA73,Paisley
PA74,Paisley
PA75,Paisley
PA76,Paisley
PA77,Paisley
PA78,Paisley
PA79,Paisley
PA8,Paisley
PA80,Paisley
PA9,Paisley
PE1,Peterborough
PE10,Peterborough
PE11,Peterborough
PE12,Peterborough
PE13,Peterborough
PE14,Peterborough
PE15,Peterborough
PE16,Peterborough
PE17,Peterborough
PE18,Peterborough
PE19,Peterborough
PE2,Peterborough
PE20,Peterborough
PE21,Peterborough
PE22,Peterborough
PE23,Peterborough
PE24,Peterborough
PE25,Peterborough
PE26,Peterborough
PE27,Peterborough
PE28,Peterborough
PE29,Peterborough
PE3,Peterborough
PE30,Peterborough
PE31,Peterborough
PE32,Peterborough
PE33,Peterborough
PE34,Peterborough
PE35,Peterborough
PE36,Peterborough
PE37,Peterborough
PE38,Peterborough
PE4,Peterborough
PE5,Peterborough
PE6,Peterborough
PE7,Peterborough
PE8,Peterborough
PE9,Peterborough
PH1,Perth
PH10,Perth
PH11,Perth
PH12,Perth
PH13,Perth
PH14,Perth
PH15,Perth
PH16,Perth
PH17,Perth
PH18,Perth
PH19,Perth
PH2,Perth
PH20,Perth
PH21,Perth
PH22,Perth
PH23,Perth
PH24,Perth
PH25,Perth
PH26,Perth
PH27,Perth
PH28,Perth
PH29,Perth
PH3,Perth
PH30,Perth
PH31,Perth
PH32,Perth
PH33,Perth
PH34,Perth
PH35,Perth
PH36,Perth
PH37,Perth
PH38,Perth
PH39,Perth
PH4,Perth
PH40,Perth
PH41,Perth
PH42,Perth
PH43,Perth
PH5,Perth
PH6,Perth
PH7,Perth
PH8,Perth
PH9,Perth
PL1,Plymouth
PL10,Plymouth
PL11,Plymouth
PL12,Plymouth
PL13,Plymouth
PL14,Plymouth
PL15,Plymouth
PL16,Plymouth
PL17,Plymouth
PL18,Plymouth
PL19,Plymouth
PL2,Plymouth
PL20,Plymouth
PL21,Plymouth
PL22,Plymouth
PL23,Plymouth
PL24,Plymouth
PL25,Plymouth
PL26,Plymouth
PL27,Plymouth
PL28,Plymouth
PL29,Plymouth
PL3,Plymouth
PL30,Plymouth
PL31,Plymouth
PL32,Plymouth
PL33,Plymouth
PL34,Plymouth
PL35,Plymouth
PL4,Plymouth
PL5,Plymouth
PL6,Plymouth
PL7,Plymouth
PL8,Plymouth
PL9,Plymouth
PO1,Portsmouth
PO10,Portsmouth
PO11,Portsmouth
PO12,Portsmouth
PO13,Portsmouth
PO14,Portsmouth
PO15,Portsmouth
PO16,Portsmouth
PO17,Portsmouth
PO18,Portsmouth
PO19,Portsmouth
PO2,Portsmouth
PO20,Portsmouth
PO21,Portsmouth
PO22,Portsmouth
PO23,Portsmouth
PO24,Portsmouth
PO25,Portsmouth
PO26,Portsmouth
PO27,Portsmouth
PO28,Portsmouth
PO29,Portsmouth
PO3,Portsmouth
PO30,Portsmouth
PO31,Portsmouth
PO32,Portsmouth
PO33,Portsmouth
PO34,Portsmouth
PO35,Portsmouth
PO36,Portsmouth
PO37,Portsmouth
PO38,Portsmouth
PO39,Portsmouth
PO4,Portsmouth
PO5,Portsmouth
PO6,Portsmouth
PO7,Portsmouth
PO8,Portsmouth
PO9,Portsmouth
PR1,Preston
PR10,Preston
PR11,Preston
PR12,Preston
PR13,Preston
PR14,Preston
PR15,Preston
PR16,Preston
PR17,Preston
PR18,Preston
PR19,Preston
PR2,Preston
PR20,Preston
PR21,Preston
PR22,Preston
PR23,Preston
PR24,Preston
PR25,Preston
PR3,Preston
PR4,Preston
PR5,Preston
PR6,Preston
PR7,Preston
PR8,Preston
PR9,Preston
RG1,Reading
RG10,Reading
RG11,Reading
RG12,Reading
RG13,Reading
RG14,Reading
RG15,Reading
RG16,Reading
RG17,Reading
RG18,Reading
RG19,Reading
RG2,Reading
RG20,Reading
RG21,Reading
RG22,Reading
RG23,Reading
RG24,Reading
RG25,Reading
RG26,Reading
RG27,Reading
RG28,Reading
RG29,Reading
RG3,Reading
RG30,Reading
RG31,Reading
RG32,Reading
RG33,Reading
RG34,Reading
RG35,Reading
RG36,Reading
RG37,Reading
RG38,Reading
RG39,Reading
RG4,Reading
RG40,Reading
RG41,Reading
RG42,Reading
RG43,Reading
RG44,Reading
RG45,Reading
RG5,Reading
RG6,Reading
RG7,Reading
RG8,Reading
RG9,Reading
RH1,Redhill
RH10,Redhill
RH11,Redhill
RH12,Redhill
RH13,Redhill
RH14,Redhill
RH15,Redhill
RH16,Redhill
RH17,Redhill
RH18,Redhill
RH19,Redhill
RH2,Redhill
RH20,Redhill
RH3,Redhill
RH4,Redhill
RH5,Redhill
RH6,Redhill
RH7,Redhill
RH8,Redhill
RH9,Redhill
RM1,Romford
RM10,Romford
RM11,Romford
RM12,Romford
RM13,Romford
RM14,Romford
RM15,Romford
RM16,Romford
RM17,Romford
RM18,Romford
RM19,Romford
RM2,Romford
RM20,Romford
RM3,Romford
RM4,Romford
RM5,Romford
RM6,Romford
RM7,Romford
RM8,Romford
RM9,Romford
S1,Sheffield
S10,Sheffield
S11,Sheffield
S12,Sheffield
S13,Sheffield
S14,Sheffield
S15,Sheffield
S16,Sheffield
S17,Sheffield
S18,Sheffield
S19,Sheffield
S2,Sheffield
S20,Sheffield
S21,Sheffield
S22,Sheffield
S23,Sheffield
S24,Sheffield
S25,Sheffield
S26,Sheffield
S27,Sheffield
S28,Sheffield
S29,Sheffield
S3,Sheffield
S30,Sheffield
S31,Sheffield
S32,Sheffield
S33,Sheffield
S34,Sheffield
S35,Sheffield
S36,Sheffield
S37,Sheffield
S38,Sheffield
S39,Sheffield
S4,Sheffield
S40,Sheffield
S41,Sheffield
S42,Sheffield
S43,Sheffield
S44,Sheffield
S45,Sheffield
S46,Sheffield
S47,Sheffield
S48,Sheffield
S49,Sheffield
S5,Sheffield
S50,Sheffield
S51,Sheffield
S52,Sheffield
S53,Sheffield
S54,Sheffield
S55,Sheffield
S56,Sheffield
S57,Sheffield
S58,Sheffield
S59,Sheffield
S6,Sheffield
S60,Sheffield
S61,Sheffield
S62,Sheffield
S63,Sheffield
S64,Sheffield
S65,Sheffield
S66,Sheffield
S67,Sheffield
S68,Sheffield
S69,Sheffield
S7,Sheffield
S70,Sheffield
S71,Sheffield
S72,Sheffield
S73,Sheffield
S74,Sheffield
S75,Sheffield
S76,Sheffield
S77,Sheffield
S78,Sheffield
S79,Sheffield
S8,Sheffield
S80,Sheffield
S81,Sheffield
S82,Sheffield
S83,Sheffield
S84,Sheffield
S85,Sheffield
S86,Sheffield
S87,Sheffield
S88,Sheffield
S89,Sheffield
S9,Sheffield
S90,Sheffield
S91,Sheffield
S92,Sheffield
S93,Sheffield
S94,Sheffield
S95,Sheffield
S96,Sheffield
S97,Sheffield
S98,Sheffield
S99,Sheffield
SA1,Swansea
SA10,Swansea
SA11,Swansea
SA12,Swansea
SA13,Swansea
SA14,Swansea
SA15,Swansea
SA16,Swansea
SA17,Swansea
SA18,Swansea
SA19,Swansea
SA2,Swansea
SA20,Swansea
SA21,Swansea
SA22,Swansea
SA23,Swansea
SA24,Swansea
SA25,Swansea
SA26,Swansea
SA27,Swansea
SA28,Swansea
SA29,Swansea
SA3,Swansea
SA30,Swansea
SA31,Swansea
SA32,Swansea
SA33,Swansea
SA34,Swansea
SA35,Swansea
SA36,Swansea
SA37,Swansea
SA38,Swansea
SA39,Swansea
SA4,Swansea
SA40,Swansea
SA41,Swansea
SA42,Swansea
SA43,Swansea
SA44,Swansea
SA45,Swansea
SA46,Swansea
SA47,Swansea
SA48,Swansea
SA49,Swansea
SA5,Swansea
SA50,Swansea
SA51,Swansea
SA52,Swansea
SA53,Swansea
SA54,Swansea
SA55,Swansea
SA56,Swansea
SA57,Swansea
SA58,Swansea
SA59,Swansea
SA6,Swansea
SA60,Swansea
SA61,Swansea
SA62,Swansea
SA63,Swansea
SA64,Swansea
SA65,Swansea
SA66,Swansea
SA67,Swansea
SA68,Swansea
SA69,Swansea
SA7,Swansea
SA70,Swansea
SA71,Swansea
SA72,Swansea
SA8,Swansea
SA9,Swansea
SE1,London
SE10,London
SE11,London
SE12,London
SE13,London
SE14,London
SE15,London
SE16,London
SE17,London
SE18,London
SE19,London
SE2,London
SE20,London
SE21,London
SE22,London
SE23,London
SE24,London
SE25,London
SE26,London
SE27,London
SE28,London
SE3,London
SE4,London
SE5,London
SE6,London
SE7,London
SE8,London
SE9,London
SG1,Stevenage
SG10,Stevenage
SG11,Stevenage
SG12,Stevenage
SG13,Stevenage
SG14,Stevenage
SG15,Stevenage
SG16,Stevenage
SG17,Stevenage
SG18,Stevenage
SG2,Stevenage
SG3,Stevenage
SG4,Stevenage
SG5,Stevenage
SG6,Stevenage
SG7,Stevenage
SG8,Stevenage
SG9,Stevenage
SK1,Stockport
SK10,Stockport
SK11,Stockport
SK12,Stockport
SK13,Stockport
SK2,Stockport
SK3,Stockport
SK4,Stockport
SK5,Stockport
SK6,Stockport
SK7,Stockport
SK8,Stockport
SK9,Stockport
SL0,Slough
SL1,Slough
SL2,Slough
SL3,Slough
SL4,Slough
SL5,Slough
SL6,Slough
SL7,Slough
SL8,Slough
SL9,Slough
SM1,Sutton
SM2,Sutton
SM3,Sutton
SM4,Sutton
SM5,Sutton
SM6,Sutton
SM7,Sutton
SN1,Swindon
SN10,Swindon
SN11,Swindon
SN12,Swindon
SN13,Swindon
SN14,Swindon
SN15,Swindon
SN16,Swindon
SN2,Swindon
SN3,Swindon
SN4,Swindon
SN5,Swindon
SN6,Swindon
SN7,Swindon
SN8,Swindon
SN9,Swindon
SO1,Southampton
SO10,Southampton
SO11,Southampton
SO12,Southampton
SO13,Southampton
SO14,Southampton
SO15,Southampton
SO16,Southampton
SO17,Southampton
SO18,Southampton
SO19,Southampton
SO2,Southampton
SO20,Southampton
SO21,Southampton
SO22,Southampton
SO23,Southampton
SO24,Southampton
SO25,Southampton
SO26,Southampton
SO27,Southampton
SO28,Southampton
SO29,Southampton
SO3,Southampton
SO30,Southampton
SO31,Southampton
SO32,Southampton
SO33,Southampton
SO34,Southampton
SO35,Southampton
SO36,Southampton
SO37,Southampton
SO38,Southampton
SO39,Southampton
SO4,Southampton
SO40,Southampton
SO41,Southampton
SO42,Southampton
SO43,Southampton
SO44,Southampton
SO45,Southampton
SO46,Southampton
SO47,Southampton
SO48,Southampton
SO49,Southampton
SO5,Southampton
SO50,Southampton
SO51,Southampton
SO6,Southampton
SO7,Southampton
SO8,Southampton
SO9,Southampton
SP1,Salisbury
SP10,Salisbury
SP11,Salisbury
SP2,Salisbury
SP3,Salisbury
SP4,Salisbury
SP5,Salisbury
SP6,Salisbury
SP7,Salisbury
SP8,Salisbury
SP9,Salisbury
SR1,Sunderland
SR2,Sunderland
SR3,Sunderland
SR4,Sunderland
SR5,Sunderland
SR6,Sunderland
SR7,Sunderland
